ID,ROW_ID,SALES_ORGANIZATION,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_CALENDAR_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,SALES_ORDER_NUMBER,LINE_ITEM,STORAGE_LOCATION,REGION,AREA,CITY,COUNTRY,POSTAL_CODE,CUSTOMER_NUMBER,DISTRIBUTION_CHANNEL,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,MATERIAL_TYPE,MATERIAL_CODE,MATERIAL_SIZE,MATERIAL_LABEL,QUANTITY,QUANTITY_DELIVERED,UNIT,NET_PRICE,NET_VALUE,COST,CURRENCY,CONTRIBUTION_MARGIN,CONTRIBUTION_MARGIN_PCT
.1~605,605,GG,1,9,01-Sep,09-01-2024 00:00,2,9,1295,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,GG-T04,Cheese,Trading Goods,T04,,Cheese,19,19,ST,89,1691,1578.71,EUR,112.29,0.07
.1~604,604,GG,1,9,01-Sep,09-01-2024 00:00,2,9,1295,4,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,GG-T04,Cheese,Trading Goods,T04,,Cheese,5,5,ST,89,445,415.45,EUR,29.55,0.07
.1~603,603,GG,1,9,01-Sep,09-01-2024 00:00,2,9,1295,2,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,GG-T03,Yoghurt,Trading Goods,T03,,Yoghurt,82,82,ST,28,2296,2130.36,EUR,165.64,0.07
.1~552,552,GG,1,6,01-Jun,06-01-2024 00:00,2,6,1247,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,GG-T04,Cheese,Trading Goods,T04,,Cheese,21,21,ST,91,1911,1744.89,EUR,166.11,0.09
.1~472,472,EE,1,10,01-Oct,10-01-2024 00:00,2,10,1217,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,EE-T04,Cheese,Trading Goods,T04,,Cheese,19,19,ST,95.88,1821.72,1575.48,EUR,246.24,0.14
.1~450,450,EE,1,8,01-Aug,08-01-2024 00:00,2,8,1196,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,EE-T04,Cheese,Trading Goods,T04,,Cheese,5,5,ST,100.67,503.35,414.6,EUR,88.75,0.18
.1~425,425,EE,1,5,01-May,05-01-2024 00:00,1,5,1166,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,EE-T03,Yoghurt,Trading Goods,T03,,Yoghurt,51,51,ST,35.45,1807.95,1322.43,EUR,485.52,0.27
.1~401,401,DD,1,10,01-Oct,10-01-2024 00:00,2,10,1219,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,DD-T02,Cream,Trading Goods,T02,,Cream,22,22,ST,79.01,1738.22,1593.02,EUR,145.2,0.08
.1~339,339,DD,1,6,01-Jun,06-01-2024 00:00,2,6,1175,2,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,DD-T04,Cheese,Trading Goods,T04,,Cheese,23,23,ST,90.95,2091.85,1910.61,EUR,181.24,0.09
.1~337,337,DD,1,6,01-Jun,06-01-2024 00:00,2,6,1175,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,DD-T04,Cheese,Trading Goods,T04,,Cheese,27,27,ST,90.95,2455.65,2242.89,EUR,212.76,0.09
.1~336,336,DD,1,6,01-Jun,06-01-2024 00:00,2,6,1175,3,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,DD-T01,Milk,Trading Goods,T01,,Milk,68,68,ST,26.99,1835.32,1568.08,EUR,267.24,0.15
.1~310,310,DD,1,5,01-May,05-01-2024 00:00,1,5,1167,2,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,DD-T06,Ice Cream,Trading Goods,T06,,Ice Cream,24,24,ST,47.47,1139.28,1040.4,EUR,98.88,0.09
.1~306,306,DD,1,5,01-May,05-01-2024 00:00,1,5,1167,3,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,DD-T04,Cheese,Trading Goods,T04,,Cheese,27,27,ST,90.95,2455.65,2242.89,EUR,212.76,0.09
.1~304,304,DD,1,5,01-May,05-01-2024 00:00,1,5,1167,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,DD-T03,Yoghurt,Trading Goods,T03,,Yoghurt,25,25,ST,28.43,710.75,649.25,EUR,61.5,0.09
.1~278,278,DD,1,4,01-Apr,04-01-2024 00:00,1,4,1160,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,DD-T06,Ice Cream,Trading Goods,T06,,Ice Cream,44,44,ST,47.47,2088.68,1907.4,EUR,181.28,0.09
.1~276,276,DD,1,4,01-Apr,04-01-2024 00:00,1,4,1160,2,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,DD-T04,Cheese,Trading Goods,T04,,Cheese,18,18,ST,90.95,1637.1,1495.26,EUR,141.84,0.09
.1~274,274,DD,1,4,01-Apr,04-01-2024 00:00,1,4,1160,3,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,DD-T03,Yoghurt,Trading Goods,T03,,Yoghurt,55,55,ST,28.43,1563.65,1428.35,EUR,135.3,0.09
.1~187,187,CC,1,10,01-Oct,10-01-2024 00:00,2,10,1220,3,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,CC-T02,Cream,Trading Goods,T02,,Cream,23,23,ST,73.5,1690.5,1665.89,EUR,24.61,0.01
.1~1423,1423,LL,3,4,03-Apr,24-01-2024 00:00,5,24,1617,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,LL-T02,Cream,Trading Goods,T02,,Cream,21,21,ST,83.78,1759.38,1519.98,EUR,239.4,0.14
.1~1414,1414,LL,2,10,02-Oct,20-01-2024 00:00,4,20,1581,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,LL-T04,Cheese,Trading Goods,T04,,Cheese,17,17,ST,89.95,1529.15,1416.61,EUR,112.54,0.07
.1~1413,1413,LL,2,10,02-Oct,20-01-2024 00:00,4,20,1581,2,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,LL-T04,Cheese,Trading Goods,T04,,Cheese,16,16,ST,89.95,1439.2,1333.28,EUR,105.92,0.07
.1~1412,1412,LL,2,10,02-Oct,20-01-2024 00:00,4,20,1581,3,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,LL-T04,Cheese,Trading Goods,T04,,Cheese,24,24,ST,89.95,2158.8,1999.92,EUR,158.88,0.07
.1~1335,1335,LL,1,10,01-Oct,10-01-2024 00:00,2,10,1417,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,LL-T04,Cheese,Trading Goods,T04,,Cheese,19,19,ST,97.95,1861.05,1579.85,EUR,281.2,0.15
.1~973,973,JJ,1,5,01-May,05-01-2024 00:00,1,5,1226,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,JJ-T06,Ice Cream,Trading Goods,T06,,Ice Cream,49,49,ST,46,2254,2126.6,EUR,127.4,0.06
.1~927,927,II,1,9,01-Sep,09-01-2024 00:00,2,9,1300,2,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,II-T04,Cheese,Trading Goods,T04,,Cheese,18,18,ST,93.32,1679.76,1495.08,EUR,184.68,0.11
.1~926,926,II,1,9,01-Sep,09-01-2024 00:00,2,9,1300,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,II-T02,Cream,Trading Goods,T02,,Cream,24,24,ST,82.29,1974.96,1737.6,EUR,237.36,0.12
.1~871,871,II,1,5,01-May,05-01-2024 00:00,1,5,1229,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,II-T04,Cheese,Trading Goods,T04,,Cheese,20,20,ST,93.32,1866.4,1661.2,EUR,205.2,0.11
.1~783,783,HH,1,9,01-Sep,09-01-2024 00:00,2,9,1298,2,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,HH-T02,Cream,Trading Goods,T02,,Cream,29,29,ST,72.5,2102.5,2105.98,EUR,-3.48,0
.1~782,782,HH,1,9,01-Sep,09-01-2024 00:00,2,9,1298,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,HH-T02,Cream,Trading Goods,T02,,Cream,28,28,ST,72.5,2030,2033.36,EUR,-3.36,0
.1~714,714,HH,1,6,01-Jun,06-01-2024 00:00,2,6,1251,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,HH-T06,Ice Cream,Trading Goods,T06,,Ice Cream,43,43,ST,44,1892,1864.48,EUR,27.52,0.01
.1~687,687,HH,1,5,01-May,05-01-2024 00:00,1,5,1228,5,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,HH-T06,Ice Cream,Trading Goods,T06,,Ice Cream,51,51,ST,44.9,2289.9,2211.36,EUR,78.54,0.03
.1~686,686,HH,1,5,01-May,05-01-2024 00:00,1,5,1228,3,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,HH-T04,Cheese,Trading Goods,T04,,Cheese,22,22,ST,82.1,1806.2,1827.98,EUR,-21.78,-0.01
.1~682,682,HH,1,5,01-May,05-01-2024 00:00,1,5,1228,2,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,HH-T04,Cheese,Trading Goods,T04,,Cheese,20,20,ST,82.1,1642,1661.8,EUR,-19.8,-0.01
.1~680,680,HH,1,5,01-May,05-01-2024 00:00,1,5,1228,4,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,HH-T04,Cheese,Trading Goods,T04,,Cheese,3,3,ST,82.1,246.3,249.27,EUR,-2.97,-0.01
.1~679,679,HH,1,5,01-May,05-01-2024 00:00,1,5,1228,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,HH-T04,Cheese,Trading Goods,T04,,Cheese,24,24,ST,82.1,1970.4,1994.16,EUR,-23.76,-0.01
.1~606,606,GG,1,9,01-Sep,09-01-2024 00:00,2,9,1295,3,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,GG-T04,Cheese,Trading Goods,T04,,Cheese,26,26,ST,89,2314,2160.34,EUR,153.66,0.07
.1~1166,1166,KK,1,12,01-Dec,12-01-2024 00:00,3,12,756,1,4,Nrth Rhine Westfalia,West,DORTMUND,Germany,44145,80370,18,KK-S12,1L Amber Grade Maple Syrup,Trading Goods,S12,1L,Amber Grade Maple Syrup,51,51,ST,16.47,839.97,771.12,EUR,68.85,0.08
.1~1163,1163,KK,1,12,01-Dec,12-01-2024 00:00,3,12,756,2,4,Nrth Rhine Westfalia,West,DORTMUND,Germany,44145,80370,18,KK-S04,500ml Very Dark Grade Maple Syrup,Trading Goods,S04,500ml,Very Dark Grade Maple Syrup,74,74,ST,9.96,737.04,640.1,EUR,96.94,0.13
.1~840,840,II,1,2,01-Feb,02-01-2024 00:00,1,2,588,1,4,Nrth Rhine Westfalia,West,DORTMUND,Germany,44145,80370,18,II-S12,1L Amber Grade Maple Syrup,Trading Goods,S12,1L,Amber Grade Maple Syrup,48,48,ST,16.47,790.56,725.76,EUR,64.8,0.08
.1~838,838,II,1,2,01-Feb,02-01-2024 00:00,1,2,588,2,4,Nrth Rhine Westfalia,West,DORTMUND,Germany,44145,80370,18,II-S04,500ml Very Dark Grade Maple Syrup,Trading Goods,S04,500ml,Very Dark Grade Maple Syrup,78,78,ST,9.96,776.88,674.7,EUR,102.18,0.13
.1~455,455,EE,1,8,01-Aug,08-01-2024 00:00,2,8,119,2,4,Nrth Rhine Westfalia,West,DORTMUND,Germany,44145,80370,18,EE-S12,1L Amber Grade Maple Syrup,Trading Goods,S12,1L,Amber Grade Maple Syrup,49,49,ST,16.47,807.03,740.88,EUR,66.15,0.08
.1~432,432,EE,1,6,01-Jun,06-01-2024 00:00,2,6,83,2,4,Nrth Rhine Westfalia,West,DORTMUND,Germany,44149,80372,18,EE-S02,500ml Amber Grade Maple Syrup,Trading Goods,S02,500ml,Amber Grade Maple Syrup,87,87,ST,9.48,824.76,707.31,EUR,117.45,0.14
.1~1086,1086,KK,1,5,01-May,05-01-2024 00:00,1,5,641,2,4,Nrth Rhine Westfalia,West,DORTMUND,Germany,44149,80372,18,KK-S13,1L Dark Grade Maple Syrup,Trading Goods,S13,1L,Dark Grade Maple Syrup,48,48,ST,15.52,744.96,677.76,EUR,67.2,0.09
.1~1082,1082,KK,1,5,01-May,05-01-2024 00:00,1,5,641,1,4,Nrth Rhine Westfalia,West,DORTMUND,Germany,44149,80372,18,KK-S04,500ml Very Dark Grade Maple Syrup,Trading Goods,S04,500ml,Very Dark Grade Maple Syrup,82,82,ST,9.96,816.72,709.3,EUR,107.42,0.13
.1~433,433,EE,1,6,01-Jun,06-01-2024 00:00,2,6,83,1,4,Nrth Rhine Westfalia,West,DORTMUND,Germany,44149,80372,18,EE-S02,500ml Amber Grade Maple Syrup,Trading Goods,S02,500ml,Amber Grade Maple Syrup,79,79,ST,9.48,748.92,642.27,EUR,106.65,0.14
.1~442,442,EE,1,7,01-Jul,07-01-2024 00:00,2,7,99,2,4,Nrth Rhine Westfalia,West,ESSEN,Germany,45329,80376,18,EE-S03,500ml Dark Grade Maple Syrup,Trading Goods,S03,500ml,Dark Grade Maple Syrup,94,94,ST,9.01,846.94,716.28,EUR,130.66,0.15
.1~1277,1277,KK,2,18,Feb-18,07-02-2024 00:00,8,38,1129,1,4,Nrth Rhine Westfalia,West,ESSEN,Germany,45329,80376,18,KK-S12,1L Amber Grade Maple Syrup,Trading Goods,S12,1L,Amber Grade Maple Syrup,45,45,ST,16.47,741.15,674.55,EUR,66.6,0.09
.1~774,774,HH,1,8,01-Aug,08-01-2024 00:00,2,8,688,1,4,Nrth Rhine Westfalia,West,ESSEN,Germany,45329,80376,18,HH-S12,1L Amber Grade Maple Syrup,Trading Goods,S12,1L,Amber Grade Maple Syrup,46,46,ST,16.5,759,695.52,EUR,63.48,0.08
.1~768,768,HH,1,8,01-Aug,08-01-2024 00:00,2,8,688,2,4,Nrth Rhine Westfalia,West,ESSEN,Germany,45329,80376,18,HH-S01,500ml Golden Grade Maple Syrup,Trading Goods,S01,500ml,Golden Grade Maple Syrup,69,69,ST,11,759,632.04,EUR,126.96,0.17
.1~445,445,EE,1,7,01-Jul,07-01-2024 00:00,2,7,99,1,4,Nrth Rhine Westfalia,West,ESSEN,Germany,45329,80376,18,EE-S12,1L Amber Grade Maple Syrup,Trading Goods,S12,1L,Amber Grade Maple Syrup,50,50,ST,16.47,823.5,756,EUR,67.5,0.08
.1~197,197,CC,1,10,01-Oct,10-01-2024 00:00,2,10,151,1,4,Nrth Rhine Westfalia,West,WUPPERTAL,Germany,42275,80394,18,CC-S11,1L Golden Grade Maple Syrup,Trading Goods,S11,1L,Golden Grade Maple Syrup,40,40,ST,20.5,820,684,EUR,136,0.17
.1~1244,1244,KK,2,16,Feb-16,05-02-2024 00:00,8,36,1101,2,4,Nrth Rhine Westfalia,West,WUPPERTAL,Germany,42275,80394,18,KK-S12,1L Amber Grade Maple Syrup,Trading Goods,S12,1L,Amber Grade Maple Syrup,48,48,ST,16.47,790.56,719.52,EUR,71.04,0.09
.1~1239,1239,KK,2,16,Feb-16,05-02-2024 00:00,8,36,1101,1,4,Nrth Rhine Westfalia,West,WUPPERTAL,Germany,42275,80394,18,KK-S04,500ml Very Dark Grade Maple Syrup,Trading Goods,S04,500ml,Very Dark Grade Maple Syrup,79,79,ST,9.96,786.84,651.75,EUR,135.09,0.17
.1~1097,1097,KK,1,6,01-Jun,06-01-2024 00:00,2,6,660,2,4,Nrth Rhine Westfalia,West,WUPPERTAL,Germany,42275,80394,18,KK-S12,1L Amber Grade Maple Syrup,Trading Goods,S12,1L,Amber Grade Maple Syrup,47,47,ST,16.47,774.09,710.64,EUR,63.45,0.08
.1~186,186,CC,1,10,01-Oct,10-01-2024 00:00,2,10,1220,2,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,CC-T01,Milk,Trading Goods,T01,,Milk,30,30,ST,23,690,691.8,EUR,-1.8,0
.1~185,185,CC,1,10,01-Oct,10-01-2024 00:00,2,10,1220,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,CC-T01,Milk,Trading Goods,T01,,Milk,70,70,ST,23,1610,1614.2,EUR,-4.2,0
.1~138,138,CC,1,8,01-Aug,08-01-2024 00:00,2,8,1199,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,CC-T04,Cheese,Trading Goods,T04,,Cheese,20,20,ST,84.7,1694,1661.8,EUR,32.2,0.02
.1~137,137,CC,1,8,01-Aug,08-01-2024 00:00,2,8,1199,5,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,CC-T04,Cheese,Trading Goods,T04,,Cheese,19,19,ST,84.7,1609.3,1578.71,EUR,30.59,0.02
.1~135,135,CC,1,8,01-Aug,08-01-2024 00:00,2,8,1199,2,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,CC-T02,Cream,Trading Goods,T02,,Cream,25,25,ST,74,1850,1810.75,EUR,39.25,0.02
.1~134,134,CC,1,8,01-Aug,08-01-2024 00:00,2,8,1199,6,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,CC-T02,Cream,Trading Goods,T02,,Cream,22,22,ST,74,1628,1593.46,EUR,34.54,0.02
.1~132,132,CC,1,8,01-Aug,08-01-2024 00:00,2,8,1199,3,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,CC-T01,Milk,Trading Goods,T01,,Milk,86,86,ST,25,2150,1983.16,EUR,166.84,0.08
.1~250,250,DD,1,3,01-Mar,03-01-2024 00:00,1,3,45,1,4,Nrth Rhine Westfalia,West,BIELEFELD,Germany,33719,80365,18,DD-S04,500ml Very Dark Grade Maple Syrup,Trading Goods,S04,500ml,Very Dark Grade Maple Syrup,87,87,ST,8.99,782.13,752.55,EUR,29.58,0.04
.1~1138,1138,KK,1,10,01-Oct,10-01-2024 00:00,2,10,722,2,4,Nrth Rhine Westfalia,West,BIELEFELD,Germany,33719,80365,18,KK-S02,500ml Amber Grade Maple Syrup,Trading Goods,S02,500ml,Amber Grade Maple Syrup,84,84,ST,9.48,796.32,682.92,EUR,113.4,0.14
.1~1137,1137,KK,1,10,01-Oct,10-01-2024 00:00,2,10,722,1,4,Nrth Rhine Westfalia,West,BIELEFELD,Germany,33719,80365,18,KK-S01,500ml Golden Grade Maple Syrup,Trading Goods,S01,500ml,Golden Grade Maple Syrup,74,74,ST,10.43,771.82,677.84,EUR,93.98,0.12
.1~255,255,DD,1,3,01-Mar,03-01-2024 00:00,1,3,45,2,4,Nrth Rhine Westfalia,West,BIELEFELD,Germany,33719,80365,18,DD-S11,1L Golden Grade Maple Syrup,Trading Goods,S11,1L,Golden Grade Maple Syrup,62,62,ST,11.99,743.38,1060.2,EUR,-316.82,-0.43
.1~253,253,DD,1,3,01-Mar,03-01-2024 00:00,1,3,47,1,4,Nrth Rhine Westfalia,West,BIELEFELD,Germany,33611,80366,18,DD-S11,1L Golden Grade Maple Syrup,Trading Goods,S11,1L,Golden Grade Maple Syrup,69,69,ST,11.99,827.31,1179.9,EUR,-352.59,-0.43
.1~1169,1169,KK,1,12,01-Dec,12-01-2024 00:00,3,12,743,1,4,Nrth Rhine Westfalia,West,BIELEFELD,Germany,33611,80366,18,KK-S14,1L Very Dark Grade Maple Syrup,Trading Goods,S14,1L,Very Dark Grade Maple Syrup,62,62,ST,17.42,1080.04,998.82,EUR,81.22,0.08
.1~1168,1168,KK,1,12,01-Dec,12-01-2024 00:00,3,12,743,2,4,Nrth Rhine Westfalia,West,BIELEFELD,Germany,33611,80366,18,KK-S14,1L Very Dark Grade Maple Syrup,Trading Goods,S14,1L,Very Dark Grade Maple Syrup,59,59,ST,17.42,1027.78,950.49,EUR,77.29,0.08
.1~1160,1160,KK,1,12,01-Dec,12-01-2024 00:00,3,12,743,3,4,Nrth Rhine Westfalia,West,BIELEFELD,Germany,33611,80366,18,KK-S01,500ml Golden Grade Maple Syrup,Trading Goods,S01,500ml,Golden Grade Maple Syrup,103,103,ST,10.43,1074.29,943.48,EUR,130.81,0.12
.1~817,817,HH,1,10,01-Oct,10-01-2024 00:00,2,10,721,1,4,Nrth Rhine Westfalia,West,BIELEFELD,Germany,33611,80366,18,HH-S14,1L Very Dark Grade Maple Syrup,Trading Goods,S14,1L,Very Dark Grade Maple Syrup,43,43,ST,17.44,749.92,692.73,EUR,57.19,0.08
.1~808,808,HH,1,10,01-Oct,10-01-2024 00:00,2,10,721,2,4,Nrth Rhine Westfalia,West,BIELEFELD,Germany,33611,80366,18,HH-S02,500ml Amber Grade Maple Syrup,Trading Goods,S02,500ml,Amber Grade Maple Syrup,80,80,ST,10.5,840,650.4,EUR,189.6,0.23
.1~452,452,EE,1,8,01-Aug,08-01-2024 00:00,2,8,119,1,4,Nrth Rhine Westfalia,West,DORTMUND,Germany,44145,80370,18,EE-S04,500ml Very Dark Grade Maple Syrup,Trading Goods,S04,500ml,Very Dark Grade Maple Syrup,78,78,ST,9.96,776.88,674.7,EUR,102.18,0.13
.1~1988,1988,OO,3,5,03-May,25-01-2024 00:00,5,25,1634,2,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,OO-T01,Milk,Trading Goods,T01,,Milk,76,76,ST,30.02,2281.52,1798.16,EUR,483.36,0.21
.1~1985,1985,OO,3,4,03-Apr,24-01-2024 00:00,5,24,1623,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,OO-T05,Butter,Trading Goods,T05,,Butter,32,32,ST,68.78,2200.96,1942.08,EUR,258.88,0.12
.1~1973,1973,OO,3,2,03-Feb,22-01-2024 00:00,5,22,1609,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,OO-T04,Cheese,Trading Goods,T04,,Cheese,19,19,ST,93.32,1773.08,1588.02,EUR,185.06,0.1
.1~1959,1959,OO,2,10,02-Oct,20-01-2024 00:00,4,20,1580,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,OO-T04,Cheese,Trading Goods,T04,,Cheese,24,24,ST,93.32,2239.68,2005.92,EUR,233.76,0.1
.1~1940,1940,OO,2,7,02-Jul,17-01-2024 00:00,4,17,1538,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,OO-T06,Ice Cream,Trading Goods,T06,,Ice Cream,19,19,ST,51.32,975.08,829.35,EUR,145.73,0.15
.1~1939,1939,OO,2,7,02-Jul,17-01-2024 00:00,4,17,1538,2,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,OO-T05,Butter,Trading Goods,T05,,Butter,26,26,ST,68.06,1769.56,1577.94,EUR,191.62,0.11
.1~1930,1930,OO,2,5,02-May,15-01-2024 00:00,3,15,1495,2,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,OO-T04,Cheese,Trading Goods,T04,,Cheese,9,9,ST,93.32,839.88,750.87,EUR,89.01,0.11
.1~1929,1929,OO,2,5,02-May,15-01-2024 00:00,3,15,1495,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,OO-T02,Cream,Trading Goods,T02,,Cream,21,21,ST,82.02,1722.42,1523.97,EUR,198.45,0.12
.1~1928,1928,OO,2,5,02-May,15-01-2024 00:00,3,15,1495,3,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,OO-T01,Milk,Trading Goods,T01,,Milk,55,55,ST,28.02,1541.1,1285.35,EUR,255.75,0.17
.1~1921,1921,OO,2,4,02-Apr,14-01-2024 00:00,3,14,1480,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,OO-T04,Cheese,Trading Goods,T04,,Cheese,1,1,ST,93.32,93.32,83.43,EUR,9.89,0.11
.1~1905,1905,OO,2,2,02-Feb,12-01-2024 00:00,3,12,1446,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,OO-T05,Butter,Trading Goods,T05,,Butter,24,24,ST,68.06,1633.44,1456.08,EUR,177.36,0.11
.1~1904,1904,OO,2,2,02-Feb,12-01-2024 00:00,3,12,1446,2,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,OO-T04,Cheese,Trading Goods,T04,,Cheese,22,22,ST,93.32,2053.04,1835.46,EUR,217.58,0.11
.1~1898,1898,OO,1,10,01-Oct,10-01-2024 00:00,2,10,1416,3,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,OO-T04,Cheese,Trading Goods,T04,,Cheese,26,26,ST,93.32,2426.32,2160.6,EUR,265.72,0.11
.1~1896,1896,OO,1,10,01-Oct,10-01-2024 00:00,2,10,1416,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,OO-T04,Cheese,Trading Goods,T04,,Cheese,21,21,ST,93.32,1959.72,1745.1,EUR,214.62,0.11
.1~1895,1895,OO,1,10,01-Oct,10-01-2024 00:00,2,10,1416,2,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,OO-T01,Milk,Trading Goods,T01,,Milk,66,66,ST,28.02,1849.32,1522.62,EUR,326.7,0.18
.1~1865,1865,OO,1,7,01-Jul,07-01-2024 00:00,2,7,1377,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,OO-T05,Butter,Trading Goods,T05,,Butter,34,34,ST,68.06,2314.04,2046.46,EUR,267.58,0.12
.1~1849,1849,OO,1,5,01-May,05-01-2024 00:00,1,5,1343,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,OO-T01,Milk,Trading Goods,T01,,Milk,56,56,ST,28.02,1569.12,1291.92,EUR,277.2,0.18
.1~1843,1843,NN,3,10,03-Oct,30-01-2024 00:00,6,30,1711,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,NN-T04,Cheese,Trading Goods,T04,,Cheese,18,18,ST,95,1710,1500.12,EUR,209.88,0.12
.1~324,324,DD,1,5,01-May,05-01-2024 00:00,1,5,77,1,4,Nrth Rhine Westfalia,West,WUPPERTAL,Germany,42103,80395,18,DD-S12,1L Amber Grade Maple Syrup,Trading Goods,S12,1L,Amber Grade Maple Syrup,76,76,ST,10.99,835.24,1149.12,EUR,-313.88,-0.38
.1~131,131,CC,1,8,01-Aug,08-01-2024 00:00,2,8,1199,4,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,CC-T01,Milk,Trading Goods,T01,,Milk,18,18,ST,25,450,415.08,EUR,34.92,0.08
.1~2238,2238,PP,3,10,03-Oct,30-01-2024 00:00,6,30,1714,2,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,PP-T02,Cream,Trading Goods,T02,,Cream,31,31,ST,73,2263,2254.32,EUR,8.68,0
.1~2236,2236,PP,3,10,03-Oct,30-01-2024 00:00,6,30,1714,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,PP-T01,Milk,Trading Goods,T01,,Milk,81,81,ST,23,1863,1876.77,EUR,-13.77,-0.01
.1~2179,2179,PP,3,5,03-May,25-01-2024 00:00,5,25,1632,1,03W,Nrth Rhine Westfalia,West,ESSEN,Germany,45128,80304,16,PP-T02,Cream,Trading Goods,T02,,Cream,22,22,ST,79.99,1759.78,1599.84,EUR,159.94,0.09
